1501	.@Barnaby_Joyce: @AustralianLabor's claim that the government will privatise Medicare is 'garbage' #ausvotes  https://t.co/ePX2mpvktN	10005	neutral	false
1502	Where's the LNPs Infrastructure Plan ? #ausvotes #auspol	10014	negative	false
1503	Given $48b of #LNP corp tax cuts, what this says about #LNP priorities is just too horrible. #ausvotes #auspol  https://t.co/s3v1nndHsa	10002	negative	false
1504	Labor’s Your Child. Our Future plan will give schools the resources needed to help every student: https://t.co/0MJg3M70AE #gonski #ausvotes	10010	positive	false
1505	Tony Windsor returns to politics to back up Labor-Liberal-Greens on the #AGWhoax &amp; coax us into an #ETS. #ausvotes https://t.co/gsB3dvettV	10013	negative	true
1506	A Labor govt would commit nearly $60m to help companies affected by downturn in automotive industry, @billshortenmp says #ausvotes	10003	positive	false
1507	#auspol #ausvotes #pmlive  Unionists on @PMOnAir are responsible for SA decline  13yrs of Labor welfare state https://t.co/omAFegPrUP	10003	negative	false
1508	Greens electric vehicle policy aims for 31,000 more EVs on roads by 2021 https://t.co/TArUZtlOaA via @renew_economy #ausvotes #nswpol	10003	positive	false
1509	By claiming that refugees will take your jobs, Immigation, Foreign &amp; Finance Ministers say that Turnbull's Jobs &amp; Growth is a lie. #auspol	10003	negative	false
1510	This is #innovation  HECS debt free STEM subjects from @AustralianLabor #leadersdebate https://t.co/57xsZcfcDA #ausvotes	10011	positive	false
1511	This weekend vote Labor for local jobs #auspol #ausvotes https://t.co/DaEiAbszYj https://t.co/uidy9ZaG4N	10001	positive	false
1512	BAM! Scott Morrison admits on AM that the LNP will be spending more than the ALP #auspol #ausvotes	10003	negative	false
1513	The media are already in a frenzy seeking blood over labor's AS policy, imagine what it would be like if Shorten chose to change it #auspol	10008	negative	true
1514	@Hatchet_163 @LiberalAus Compulsory private health insurance is a tax. Its all smoke and mirrors. #auspol	10005	negative	false
1515	It's awful when your own modelling assumes a policy you oppose will be implemented anyway. #Climate #Auspol #LNPfail https://t.co/yPC1qv7jOB	10013	negative	false
1516	First he shut down @abcfactcheck. Now @TurnbullMalcolm raids ALP to hide the evidence of his #NBN clusterf*ck. Desperate &amp; corrupt. #auspol	10015	negative	false
1517	Want cuts to services to pay for tax cuts for big companies? Vote Liberal Party! #howToVoteStupid #ausvotes	10006	negative	true
1518	.@billshortenmp questions whether Communications Minister told @TurnbullMalcolm of NBN leak probe https://t.co/Uovn5NhjSm #auspol	10015	neutral	false
1519	Voters need certainty re: higher education- LNP's 'concern' about market sensitivity is surely our concern #ausvotes https://t.co/teyOM2X4fP	10011	negative	true
1520	Who are the 50% that would still vote Liberal?  The stench of corruption is suffocating.  #ausvotes	10000	negative	false
1521	Keating was hopeless. Recession, high interest rates etc but ALP love him for that #ThisIsLabor #ausvotes  https://t.co/emilZY8S3p	10003	negative	false
1522	Shorten lies about Medicare will pale into insignificance once boats &amp; carbon tax start again. Electricty Bill! #auspol #ausvotes #BlackHole	10013	negative	false
1523	PM @TurnbullMalcolm says there is a great deal of work to do on an EU trade deal, says Australia will also negotiate with UK #ausvotes	10003	neutral	false
1524	Malcolm Turnbull's jobs and growth plan will take decades to make any difference: https://t.co/BPzMwC8eJS #auspol #politas #outoftouch	10001	negative	false
1525	@esdnews @billshortenmp So we have to have a nationalised #NBN but #power must be broken up for feudal barons. Insane. #auspol	10019	negative	false
1526	90% of donations to Govt Ministers r hidden. LNP wont say who they work for But they're not working for us #ausvotes https://t.co/ZMv6WC8WFu	10000	negative	false
1527	The Prime Minister is talking up how he's stopped the boats. Remind me why Abbott was replaced by Turnbull? #ausvotes	10008	negative	true
1528	#Dutton goes full Schrodinger's immigrant on us. #auspol #asylumseekers https://t.co/AdRdWX52cq	10008	negative	false
1529	We all want #Jobsandgrowth pity @LiberalAus can't deliver. #recessionandunemployement is all they offer. #auspol #ausvotes #ausvotes2016	10001	negative	false
1530	A old video of when Turnbull supported a ETS to go next to the one of Shorten supporting a tax cut https://t.co/V8EUZ48IA8 #auspol #ausvotes	10013	neutral	false
1531	LNP have destroyed metal/steel manufacturing! Nothing to do with flying foxes and fruit. MT innovative cripple! #npc #ausvotes	10012	negative	false
1532	Approving Adani Coal mine. Great job protecting #GreatBarrierReef @GregHuntMP . Killed it with the stroke of a pen @Greens #ausvotes	10019	negative	false
1533	.@billshortenmp says Labor would also put $500m towards new network of trams for #Adelaide #ausvotes	10014	neutral	false
1534	Vote Liberal and you're literally doomed Australia! https://t.co/lb4sb5SGAe #Auspol #Ausvotes #Election2016 #climate https://t.co/DBKLfsHwe9	10013	negative	false
1535	"the debris from Tony Abbott's 2014 budget disaster, shoved in the back of a closet for sorting out later" #ausvotes https://t.co/tLjHuTHjZm	10003	negative	false
1536	@CFMEUWA LNP will run down Medicare that the old &amp;sick either foot $6k to $7k a yr for private health or may die as natural cause ! #auspol	10005	negative	false
1537	Australia, Malcolm Turnbull has had his "No cuts to health, education, pensions, ABC or SBS" moment. #ausvotes https://t.co/CXDQeOsADh	10010	neutral	false
1538	Tories all over world only interested in looking after the rich &amp; hurt poor..Turnbull identical #auspol #ausvotes  https://t.co/0kkUx22HtX	10006	negative	false
1539	Don't remember Penny Wong complaining that Gillard's Royal Commission attacking the Catholic Church would lead to hatred #BoltReport #AusPol	10006	negative	false
1540	Though you wouldn't want to be young, unemployed, homeless, ill, or have mental illness under #LNP policy. #auspol https://t.co/dtKrt7mhZY	10006	negative	false
1541	.@PeterDutton_MP says more refugees will take Australian's jobs or languish in unemployment queues #ausvotes #pmlive https://t.co/TdFlaQc8Tb	10008	neutral	false
1542	#ausunions | This minimum wage worker had the BEST reaction to the Liberals' tax cuts for the wealthiest. #auspol … https://t.co/dOhwzsuYAF	10002	negative	false
1543	Like the more than $7billion in fossil fuel subsidies in #auspol that #LNP &amp; Labor refuse to discuss #ausvotes  https://t.co/0je9hjPuUN	10019	negative	false
1544	Can you pick the entitled leaner? She is one who wants to block #penaltyrates for workers.  #LNPFrauds #Auspol https://t.co/mfHyVJ2czU	10001	negative	false
1545	MALCOLM TURNBULL is privatising #MEDICARE. Make no mistake. You must #JustVoteLabor https://t.co/M321tTTtqG #AusVotes #BootTurnbullOut	10005	negative	false
1546	Turnbull suggests Australia is not responsible for asylum seekers held offshore https://t.co/BkEsnRberQ why are taxpayers paying? #auspol	10008	negative	false
1547	Boats, Black Holes &amp; Bludgers: What happens when the LNP run out of 'scare' buttons &amp; have to express a vision for Australia? #ausvotes	10008	negative	false
1548	Wind power now UK's cheapest source of electricity – #Auspol #ausvotes for renewable energy #LNPLast  https://t.co/dblNpdGaLL	10019	negative	false
1549	#auspol @TurnbullMalcolm New research: Abbott and Turnbull the worst economic managers since Menzies | Greg Jericho https://t.co/QEWqYRs9gG	10003	negative	false
1550	Drivelling Cormann. If the refugee intake is 'unsustainable' under the economy how did Oz take Vietnamese people in the 70's ? #ausvotes	10008	negative	false
1551	Labor will spend $500 million to help save the #GreatBarrierReef if elected on July 2 #ausvotes #auspol  https://t.co/qOh1KLTqMf	10013	neutral	false
1552	Asylum Seekers died after the #Greens sunk #Labor's Malaysia solution...don't ever let the @Greens forget it #auspol https://t.co/LVOq5suU7p	10008	negative	false
1553	Labor's strongest Environmental Platform ever. #ausvotes #climatechange #environment  @johndory49 @MSMWatchdog2013 https://t.co/1vmIbdaxt3	10013	positive	false
1554	@billshortenmp do you support labourers earning $152000 getting 18% pay rise? https://t.co/faQuptUEZn Shorten's CFMEU criminal mates #auspol	10000	negative	false
1555	We'll provide jobs &amp; growth AND 3 x AAA+ credit rating, @Bowenchris. #auspol #ausvotes #Election2016 https://t.co/lg8lKtVSIt	10003	positive	false
1556	Labor’s animal welfare policy would bring red tape, no outcomes: https://t.co/4RjLAwDE9s #auspol #ausvotes #agchatoz	10018	negative	false
1557	#auspol #ausvotes @TurnbullMalcolm PMs action on#DomesticViolence like tossing popcorn at the Taliban https://t.co/M5nz5s49qb @johndory49	10006	negative	false
1558	“Because Labor cannot afford six Liberal years of budgets for blokes,” Not content with a class war Shorten starts a gender war?? #ausvotes	10006	negative	false
1559	.@ChrisOgilvieSnr @TurnbullMalcolm Funding MUST be restored to #OurABC, it's a bulwark of our democracy AND get the IPA out of it!#auspol	10015	negative	false
1560	If we are to respect women, we must respect S99 @TurnbullMalcolm! https://t.co/mr323rrtIX #auspol #ausvotes #Nauru	10006	negative	false
1561	LNP also guilty of not declaring ‘pecuniary interests’. In 2010, $710,000 loan not declared by Tony Abbott #Auspol  https://t.co/mUYICXRaXv	10000	negative	false
1562	LNP website collects jobseeker info by pretending to be official govt site: https://t.co/KvteHXxZxl #ausvotes	10000	neutral	false
1563	Broken promise after broken 'fully costed, fully funded' promise, Cormann's WA Liberal party can't be believed or trusted #ausvotes	10000	negative	false
1564	LNP's plan to tax super retrospectively must be stopped! #vote1ala protect hard working Aussies. Time to cut gov spending &amp; perks #ausvotes	10003	negative	false
1565	@tanya_plibersek It's a pity then that your immigration policies feed the exact same sentiments in Australia #hypocrisy #ausvotes	10008	negative	false
1566	.@billshortenmp We’re voting for 100% #renewableenergy to prevent further bleaching of our beautiful #reef #ausvotes https://t.co/iT022CA20j	10013	neutral	false
1567	? VOTE LNP OUT ? PARAKEELIA SCANDAL: NOT HEADLINES ON ABC OR MURDOCH MEDIA  #ausvotes  #MSMconspiracy https://t.co/EtrDTLQhmU	10000	negative	false
1568	@No_Sky_Rail Labor trying to keep quiet till #ausvotes - Andrews must come clean &amp; rule out #skyrail - put rail under road! #springst	10014	negative	false
1569	Media Release | No commitment to Women's Health Charter from Turnbull Coalition Team #ausvotes #healthelection16 https://t.co/YvKYIALcQS	10005	neutral	false
1570	We should never forget who created the debt burden. #Auspol2016 #Auspol #Ausvotes @alp  @AussieGreens	10003	negative	false
1571	???dPM Barnaby_Joyce tells Voter to 'PISS OFF' during heated pub exchange! https://t.co/efuZ5IVZlW #auspol #mining https://t.co/zk6Aq3Tqd3	10019	neutral	false
1572	Bill Shorten says the #Brexit vote proves the need for "inclusive growth" to avoid disenfranchisement #ausvotes https://t.co/NJ8TOMLoVM	10003	neutral	false
1573	science is clear Australian @Greens should have supported Rudd ETS in 2009 @GreenpeaceAP #auspol	10013	neutral	false
1574	Malcolm Turnbull knew about the #AFPRaids and is setting Mitch Fifield up for a Godwin Grech #Fraudband #auspol #Coppergate	10015	negative	false
1575	Shorten says Brandis calling for disendorsment of Peta Murphy is a distraction, points to Tim Wilson questioning terror laws #ausvotes	10016	neutral	false
1576	"What Labor is doing is seeking to attack the integrity of the Australian Federal Police" @TurnbullMalcolm on NBN Co raids #ausvotes	10000	neutral	false
1577	Bill has confirmed he will sell out our #CFA volunteers!! Labor will oppose legislation to protect them. #ausvotes https://t.co/94qvUKuf3s	10006	negative	false
1578	If Sekaleshfar's unfit for #Auspol,@TurnbullMalcolm @billshortenmp,as he promotes sharia,what of promoters now here? https://t.co/fnLygOTjYN	10006	neutral	false
1579	So we are all funding a Liberal Party company to provide the Liberals with info on us? Sounds legit... https://t.co/d7NdX1Zuni #ausvotes	10000	negative	false
1580	How many LNP crooks have Telstra shares?! RWNJ socialism for corporates-again-despite socialism being more evil than a death cult #ausvotes	10003	negative	false
1581	#auspol #ausvotes  Labor has only ever bankrupted Aust  Shorten will destroy medicare https://t.co/8GRKBOWYT1	10005	negative	false
1582	@Barnaby_Joyce could not explain why Indonesia cut live imports after Coalition stopped the boats #ausvotes #auspol https://t.co/QVUdkzyMqW	10008	neutral	false
1583	A strong economy requires investing in education &amp; health. Only @billshortenmp can deliver those investments #ausvotes2016 #leadersdebate	10010	positive	false
1584	Turnbull needs his business manager Mrs Turnbull assure he stays on #LNP script to support big business, havens &amp; money laundering #ausvotes	10003	negative	false
1585	Stunning speech by @TurnbullMalcolm today condemning #homophobia and advocating for #tolerance #respect and #love. #ausvotes #auspol #MyPM	10006	positive	false
1586	BREAKING: Steve Ciobo and PM announce carbon emission export markets to India are on track. Greg Hunt approves. Planet burns #ausvotes	10013	negative	true
1587	1st day of #Election2016 campaign: @billshortenmp spoke about Education while @TurnbullMalcolm spoke about Banana,Melons,Orange etc. #auspol	10010	negative	true
1588	Labor’s plan would see the #NBN shift from Turnbull’s “fraudband” back to “super-fast broadband”, and from “copper” to fibre”. #ausvotes	10015	positive	false
1589	#ausvotes #thedrum @TurnbullMalcolm boasts about border protection, when @AusBorderForce corruption is endemic https://t.co/dli6xVlDiD	10008	negative	false
1590	@TurnbullMalcolm but not over your second rate #nbn; no jobs no future in digital economy; #60 in world and falling fast #ausvotes #auspol	10001	negative	false
1591	Yes Julie! Superannuation in this governments tax policy - it makes no sense #ausvotes	10004	negative	false
1592	Exclusive by @markgkenny: Secret moves afoot within the government to hobble gay marriage plebiscite https://t.co/5ASChhXTVi #ausvotes	10006	neutral	false
1593	Plibersek citing division within the Libs over climate change, same-sex marriage #ausvotes #insiders	10013	neutral	false
1594	#auspol #ausvotes  #qanda #faketradie #mysogenist exposed as #pyneocchio on work experience and the other  #owngoals https://t.co/CxrzqZHEzQ	10001	negative	true
1595	@GregHuntMP You just cannot trust LNP to look after anybody but themselves Forget 98% just jobs for boys Cannot even form gov on own #auspol	10001	negative	false
1596	The Greens announce #forests plan: rapid planned transition out of native forest logging. #ausvotes #Wills2016 https://t.co/Yh4HGX7Tj0	10013	neutral	false
1597	.@iwantmynbn wont be competitive much longer after @TurnbullMalcolm destruction of the #nbn. Business future looks bleak #auspol #ausvotes	10003	negative	false
1598	Good point. However, I'm sure @TurnbullMalcolm has told him to be unseen today as he's obvious link.. #nbn #ausvotes https://t.co/rKwH7kMjYM	10015	neutral	false
1599	AEC to examine whether @LiberalAus candidate Chris Jermyn broke electoral laws https://t.co/ChtxAy7D27 #auspol #ausvotes	10000	neutral	false
1600	@Qldaah we know he lies.Election13 Libs said no cuts to Health Ed we got cut cut cut.NO one believes Turnbull #medicare #ausvotes #politas	10010	negative	false
1601	#auspol #ausvotes If Shortens 50thou illegals are still unemployed Hardworking taxpayers r funding his next policy https://t.co/NdavgvosFV	10002	negative	false
1602	.@TonyAbbottMHR says border security has been 'just an intermittent visitor' in this campaign #ausvotes #pmlive https://t.co/3AkcgfW8nO	10008	neutral	false
1603	“I have the plan that will deliver the security &amp; prosperity to the super rich for years to come” – Turnbull #auspol https://t.co/XKf9xM5BgM	10006	negative	false
1604	#Renewables Jobs &amp; Growth @TurnbullMalcolm - look at that. No coal! #auspol https://t.co/t5kRBiHv8M	10019	negative	true
1605	Saying a tax cut means employees get higher wages is laughable #ausvotes #auspol @MathiasCormann	10001	negative	false
1606	Most Australians want an increased refugee intake https://t.co/3zBYssBWQi  There is a better way: https://t.co/IM8xFFmUIq #Greens16 #auspol	10008	positive	false
1607	LNP strategy is send good people on guilt trip for standing up #auspol #ausvotes2016 #AFPRaids https://t.co/9fYWDE5dP8	10016	negative	false
1608	@TurnbullMalcolm: I support #samesexmarriage. If we return to Government, there will be a plebiscite.  #ausvotes #leadersdebate	10006	neutral	false
1609	Labor message to Asylum Seekers 'Come on in' #ausvotes #auspol https://t.co/S8r6BTYVTf	10008	neutral	false
1610	Love the Pauline Hanson style view of refugees you've got @PeterDutton_MP. You should be disendorsed. #ausvotes	10008	negative	false
1611	When Labor left office they had the highest projected spending growth of any IMF profiled economy. #ausvotes #auspol https://t.co/fW0B7eJSuI	10003	neutral	false
1612	Community legal centres more than $90m better off over 4 years under Greens commitments than Coalition #ausvotes #fundequaljustice 2/3	10006	positive	false
1613	The Turnbull Government appears criminally liable for Manus and Nauru https://t.co/CsPN4LsBsT @IndependentAus #ausvotes #auspol	10008	neutral	false
1614	Barnaby Joyce is sold out to coal and gas #ausvotes #Water4Life16 https://t.co/Kp8niZQ4eP	10019	negative	false
1615	Turnbull was a former director of a British Virgin Islands company administered by Mossack Fonesca #CFMEU #auspol https://t.co/7hiEZ4BrTh	10000	negative	false
1616	Why are all the #Greens #Labor Homophiles and Sodomites afraid of a referendum? Because they know will lose #Auspol https://t.co/kTBLCaZBVW	10006	negative	false
